Values,Temperature,Dew_Point,Humidity,Wind_Bearing,Wind_Speed
7765.2862193277315,14.9,8.0,63.0,81.0,2.9
7823.474172033898,14.1,7.0,62.0,70.0,1.9
8513.888272033899,13.3,7.7,69.0,48.0,0.8
9227.81641101695,12.1,7.6,74.0,7.0,0.7
9401.836205932203,11.4,7.7,78.0,278.0,0.7
7527.531362711864,11.2,7.7,79.0,300.0,0.8
4891.964181196581,10.8,7.4,80.0,304.0,0.7
4612.1574252100845,10.5,7.1,80.0,297.0,0.9
3046.7861735042734,9.9,6.8,81.0,284.0,1.0
2925.191970689655,9.2,6.4,83.0,292.0,0.9
4131.659902542373,8.8,6.1,83.0,278.0,1.1
2614.2911675675673,8.4,5.6,83.0,287.0,1.3
4223.604846153846,7.9,5.3,84.0,295.0,0.8
4999.036550847457,7.4,5.6,88.0,289.0,1.0
9057.576491525424,7.3,5.5,88.0,257.0,0.9
12409.331813559324,7.4,5.8,89.0,281.0,0.6
14509.68447457627,10.2,6.8,80.0,303.0,0.6
14270.25156302521,14.1,8.3,68.0,61.0,1.0
13342.642440677966,16.5,8.0,57.0,184.0,1.4
11430.18729237288,17.4,7.7,53.0,137.0,1.9
10786.07197457627,16.6,8.5,59.0,140.0,3.6
10194.857868644067,16.4,9.8,65.0,123.0,3.6
9540.596645762711,16.9,9.8,63.0,141.0,2.9
8787.581721186441,16.7,10.8,68.0,135.0,3.0
7814.882042372881,16.3,10.8,70.0,141.0,3.2
7776.837038983052,15.6,10.8,73.0,122.0,2.1
8605.373100847457,14.6,11.0,79.0,62.0,1.9
9456.148301694915,13.5,10.6,83.0,51.0,1.5
9583.149394067797,12.6,10.2,85.0,32.0,1.9
7464.022620338983,12.0,9.4,84.0,27.0,1.7
4953.354776068376,10.9,8.7,86.0,357.0,0.7
3710.1383084033614,9.9,7.8,87.0,303.0,1.0
3051.3968491525425,9.4,7.8,90.0,297.0,0.9
2867.990758974359,9.1,7.6,90.0,312.0,1.1
2598.1092078947368,8.7,6.8,88.0,274.0,1.0
3327.8850982905983,8.2,6.4,88.0,266.0,1.0
3362.5040110169493,8.6,5.1,79.0,292.0,1.4
5179.447895762712,8.5,4.5,76.0,294.0,1.2
9113.208811016948,8.2,4.5,77.0,282.0,1.2
11813.578423728814,8.7,4.6,76.0,237.0,1.0
12867.390461864406,13.4,6.1,61.0,227.0,1.1
13017.019218487396,18.6,5.1,41.0,267.0,2.5
12205.063572033898,20.7,4.3,34.0,266.0,3.2
10562.358139830509,21.9,4.5,32.0,248.0,3.3
9995.802220338983,23.3,3.8,28.0,250.0,2.9
10134.803576271186,24.4,3.6,26.0,240.0,3.0
9583.928807627117,22.3,9.4,44.0,176.0,4.9
8521.609470338983,21.5,10.0,48.0,178.0,4.6
7452.712629661018,22.1,8.5,42.0,197.0,5.0
7847.771699152542,20.3,9.6,50.0,194.0,4.4
8889.78380677966,18.9,10.4,58.0,203.0,2.9
9282.1321,17.7,10.3,62.0,229.0,1.0
9516.55998220339,16.5,9.4,63.0,256.0,1.8
6978.1107974358965,15.6,9.7,68.0,214.0,1.5
4787.982852586207,15.3,8.9,66.0,243.0,1.3
4231.219907563025,14.6,8.5,67.0,237.0,1.2
2938.138563247863,15.0,7.3,60.0,268.0,1.6
2911.0107947368424,13.8,7.6,66.0,251.0,0.7
2966.929076785714,12.8,7.4,70.0,293.0,0.9
3047.287302608696,13.4,7.8,69.0,290.0,1.2
3372.140011864407,14.8,8.1,64.0,296.0,1.4
4496.583530508474,15.9,7.8,59.0,292.0,2.3
8861.394411016949,15.3,7.8,61.0,315.0,2.4
11731.470508474576,14.2,8.1,67.0,315.0,1.0
13013.94286440678,18.1,8.4,53.0,309.0,2.4
13781.29311764706,20.5,9.0,48.0,348.0,2.7
12444.881598290598,22.1,8.5,42.0,337.0,2.1
11334.113673728814,23.3,7.0,35.0,274.0,3.8
11066.007529661016,23.3,7.0,35.0,278.0,3.8
11134.199809322034,24.1,6.4,32.0,278.0,3.7
11077.892516949152,24.9,7.1,32.0,303.0,4.2
9588.39161440678,25.0,7.1,32.0,304.0,3.9
8992.686668644068,22.5,9.9,45.0,55.0,3.1
7970.686759322034,19.5,9.9,54.0,100.0,1.7
8185.271902542373,18.0,11.8,67.0,95.0,1.7
8509.19080338983,17.3,11.1,67.0,9.0,0.9
8613.232109322034,17.8,7.6,51.0,58.0,1.5
6862.738483898305,15.5,11.7,78.0,69.0,2.4
5076.9922153846155,14.9,11.1,78.0,74.0,2.1
3700.915831932773,15.0,8.7,66.0,52.0,1.9
4012.840037288136,14.5,7.7,64.0,49.0,0.9
2892.6354339130435,13.0,7.8,71.0,356.0,0.8
3182.3917666666666,12.0,7.7,75.0,358.0,0.8
3314.6011803571428,10.9,7.3,78.0,288.0,1.1
3258.551737068966,10.2,7.1,81.0,253.0,0.7
3273.4400538461537,10.3,7.1,81.0,318.0,0.5
4670.4660762711865,9.8,6.4,79.0,282.0,1.1
8956.82302542373,9.5,6.2,80.0,309.0,1.1
12507.8914279661,13.1,7.6,69.0,355.0,0.8
14407.70370338983,17.2,6.7,50.0,28.0,0.8
13584.11954237288,18.5,6.7,46.0,250.0,0.8
11518.545677966102,18.5,7.8,50.0,157.0,2.4
10318.837348305085,18.4,9.2,55.0,133.0,2.6
9273.507469491526,18.7,10.3,58.0,144.0,3.0
8852.2405,19.4,9.8,54.0,187.0,3.5
7417.178494915254,18.9,10.4,58.0,158.0,2.6
6784.255855932203,18.1,10.6,62.0,163.0,3.1
6982.9257584745765,16.4,11.6,73.0,140.0,2.2
7711.997580508475,15.2,12.0,81.0,160.0,1.7
7668.964059322034,14.5,12.0,85.0,155.0,0.8
8419.710986440678,14.2,12.1,87.0,230.0,0.8
7055.582769491525,13.8,11.9,88.0,230.0,1.0
5318.877476923077,13.0,11.4,90.0,258.0,0.4
5366.040031932773,13.8,11.9,88.0,275.0,1.0
3961.3650683760684,13.1,11.0,87.0,262.0,0.7
4654.741235042735,12.2,10.3,88.0,275.0,0.9
3271.1624586206894,10.8,9.0,89.0,297.0,1.1
3610.3199017391303,10.1,8.5,90.0,353.0,1.5
4338.28941826087,9.5,7.0,84.0,167.0,0.4
3685.371254310345,8.7,3.8,71.0,293.0,1.0
4655.493001694916,9.1,2.5,63.0,288.0,1.7
7827.985527118644,9.9,2.3,59.0,310.0,1.5
11958.481004237288,14.4,3.2,47.0,292.0,1.1
13773.021714285715,18.3,1.7,33.0,322.0,2.6
13361.529169491525,20.1,1.5,29.0,333.0,2.3
10987.061309322035,21.1,0.2,25.0,34.0,3.7
9498.8332279661,21.0,1.3,27.0,135.0,3.1
9012.665292372882,21.7,1.3,26.0,140.0,2.9
8499.111676271186,21.8,0.4,24.0,138.0,3.3
7215.705121186441,20.7,0.4,26.0,124.0,3.3
6779.791892372882,19.6,7.7,46.0,135.0,2.7
7486.904026271186,18.3,6.8,47.0,152.0,2.2
9153.393735593221,16.3,6.7,53.0,138.0,1.4
9473.563342372881,15.2,7.7,61.0,206.0,1.1
9133.15676440678,14.1,8.9,71.0,347.0,1.0
7601.388105932204,13.0,6.8,66.0,322.0,0.8
5468.317233050848,11.7,5.8,67.0,357.0,0.8
4313.755503361344,11.2,4.8,65.0,339.0,0.9
3962.6957830508472,10.8,2.9,58.0,44.0,1.6
4810.1360305084745,11.2,2.5,55.0,33.0,1.6
4960.577198214285,10.0,3.0,62.0,311.0,0.5
5300.11185221239,9.2,3.0,65.0,317.0,0.8
6260.436262068966,8.2,2.9,69.0,345.0,0.9
6287.212922033898,7.9,2.5,69.0,194.0,0.4
10652.151194915254,7.7,3.0,72.0,311.0,0.9
13498.239305084744,8.1,3.0,70.0,335.0,0.9
14207.952,12.9,6.2,64.0,7.0,1.3
13991.783194915253,16.8,7.1,53.0,73.0,1.7
13777.59045762712,17.4,9.0,58.0,103.0,2.5
11727.533271186441,17.1,9.6,61.0,73.0,3.1
11383.40870338983,18.1,8.7,54.0,146.0,2.1
10812.561915254239,18.2,8.5,53.0,142.0,2.8
10570.705470338982,18.2,9.8,58.0,154.0,3.2
9337.023676271187,17.4,9.6,60.0,124.0,2.8
8201.16311779661,17.2,10.0,63.0,153.0,3.1
8269.29887118644,16.5,10.5,68.0,72.0,2.6
9532.952826271186,14.9,11.1,78.0,71.0,2.2
10374.245944915254,14.0,11.0,82.0,12.0,0.8
9954.83354661017,13.3,10.6,84.0,288.0,0.6
7512.180401694915,12.5,9.3,81.0,302.0,0.8
5741.07087948718,11.8,9.2,84.0,17.0,0.6
4451.209253781512,11.1,8.5,84.0,273.0,0.9
3404.3451576271186,10.4,8.0,85.0,289.0,1.2
4439.708469911504,10.1,7.8,86.0,332.0,1.0
3330.442158928571,9.5,7.6,88.0,319.0,0.5
4261.6312,9.1,7.3,88.0,309.0,0.4
4555.4371350427355,8.7,6.8,88.0,17.0,1.0
4858.630185593221,8.9,5.9,82.0,12.0,1.4
9549.652736440677,7.9,5.8,86.0,312.0,0.5
12550.22486016949,8.6,6.1,84.0,290.0,0.9
13446.7826779661,13.3,8.0,70.0,341.0,0.7
14181.817218487395,16.0,8.5,61.0,35.0,1.7
12714.47183898305,17.3,6.2,48.0,110.0,2.3
11163.614580508476,17.4,7.4,52.0,76.0,3.5
10786.403605932204,16.9,8.4,57.0,76.0,5.3
10863.556775423729,17.4,8.3,55.0,77.0,4.1
10778.071957627119,17.2,7.8,54.0,114.0,2.9
10591.454983050848,16.7,7.1,53.0,75.0,4.3
9568.012622881355,16.5,8.9,61.0,82.0,2.8
9543.589487288134,15.8,8.8,63.0,90.0,2.0
10746.606550847458,14.5,6.5,59.0,63.0,1.9
11400.010987288135,13.5,8.0,69.0,31.0,1.2
10663.479788135593,12.5,8.0,74.0,359.0,1.0
7529.258230508475,11.6,7.7,77.0,319.0,0.7
5838.547667521368,10.4,6.5,77.0,336.0,0.8
4965.325570588235,9.7,5.5,75.0,298.0,0.8
3924.4701384615387,8.9,5.3,78.0,304.0,0.9
3536.9311396396397,8.9,5.3,78.0,292.0,1.1
3475.78948173913,8.3,4.8,79.0,302.0,0.9
3229.4499178571427,7.8,3.9,77.0,309.0,1.1
4415.685224347826,7.1,3.4,77.0,308.0,0.6
5496.265338135593,6.3,3.0,80.0,315.0,0.9
10154.943657627118,6.3,2.3,75.0,304.0,0.9
12674.522525423728,7.2,2.9,74.0,283.0,0.5
13163.372800847459,12.3,3.2,54.0,256.0,0.5
13598.441142857144,16.0,3.4,43.0,188.0,1.5
12377.823538135593,18.0,4.8,42.0,197.0,1.7
11190.02533898305,18.4,5.9,44.0,189.0,3.0
10811.390970338982,19.1,6.5,44.0,151.0,3.1
11509.879152542373,19.0,7.7,48.0,173.0,3.2
10126.881045762711,18.5,8.1,51.0,180.0,4.9
9481.314836440677,18.2,9.3,56.0,160.0,3.5
8199.037036440677,17.9,9.6,58.0,161.0,2.4
8175.418718644068,16.5,9.9,65.0,164.0,2.5
9606.546355932203,15.0,10.6,75.0,128.0,2.1
10852.987927966102,14.3,9.9,75.0,177.0,0.4
10962.32490677966,13.2,9.8,80.0,284.0,0.6
8338.890205932203,12.5,9.7,83.0,331.0,0.8
6840.608828205128,11.8,8.7,81.0,292.0,1.2
5478.289011764706,12.2,8.8,80.0,293.0,1.1
3871.3471068965514,12.0,8.7,80.0,290.0,1.2
3343.5755206896556,11.3,8.0,80.0,10.0,1.5
3116.967723214286,10.7,7.4,80.0,348.0,1.1
3862.50050877193,11.0,7.3,78.0,2.0,1.3
4611.8410096491225,11.1,7.3,77.0,41.0,1.6
5526.7548440677965,11.9,10.2,89.0,49.0,1.1
9596.750681355932,12.7,10.9,89.0,28.0,1.8
11522.065834745763,12.5,10.9,90.0,32.0,2.2
12499.730669491526,11.5,10.0,91.0,46.0,2.9
12266.586,11.4,10.2,92.0,51.0,2.4
11956.666580508476,11.8,10.6,93.0,36.0,2.8
10530.279131355932,11.7,10.3,91.0,8.0,1.7
10187.395175213675,10.8,9.4,91.0,6.0,3.1
10395.881811864409,10.2,8.1,87.0,350.0,3.9
10144.593766949154,8.7,6.2,85.0,345.0,4.8
9070.671465254236,8.5,6.7,88.0,352.0,3.9
8397.463713559322,8.3,6.5,89.0,354.0,3.0
8158.632305084746,8.7,6.8,88.0,340.0,1.3
8747.197268644068,8.9,7.1,89.0,325.0,1.5
9095.975537288135,9.1,7.4,89.0,349.0,0.9
8667.846117796611,9.0,7.3,89.0,351.0,1.3
6691.623555084746,9.2,6.7,84.0,9.0,1.1
5522.469418803419,9.1,6.4,83.0,352.0,1.1
5550.211767226891,8.7,6.2,85.0,350.0,0.9
4955.327087068966,8.5,6.2,86.0,357.0,1.0
5688.988184615385,8.1,6.2,88.0,311.0,0.6
4681.126512820513,8.5,7.0,90.0,320.0,0.7
4905.707134210526,8.8,7.4,91.0,331.0,2.1
4233.790915652174,8.6,7.3,91.0,292.0,0.8
3376.9803,7.8,6.5,92.0,320.0,0.5
4781.350596581196,7.6,5.1,84.0,331.0,2.0
8365.926105084745,7.5,4.5,81.0,348.0,2.0
11768.242207627118,11.1,5.0,66.0,350.0,2.5
13812.015226890755,12.9,4.6,57.0,0.0,2.4
13724.885491525423,14.1,5.5,56.0,208.0,1.5
11660.601186440677,12.8,5.3,60.0,174.0,1.7
10123.186830508475,12.1,5.9,66.0,154.0,2.1
9355.852915254238,13.2,6.7,65.0,148.0,2.3
8711.547922033898,13.5,5.1,57.0,142.0,1.3
7522.662313559323,12.5,3.2,53.0,22.0,3.8
6839.678123728813,12.9,3.6,53.0,331.0,1.9
6948.4817771186445,12.2,5.6,64.0,138.0,2.0
7861.820063559322,10.7,7.4,80.0,84.0,1.7
7917.784949152542,9.7,7.0,83.0,79.0,2.2
7925.871479661017,9.2,6.7,84.0,67.0,4.2
6374.439650847457,7.8,5.1,83.0,60.0,3.2
5191.897797435897,7.7,5.0,83.0,57.0,3.3
4717.847457983194,7.6,4.6,82.0,26.0,1.9
4479.869739316239,7.2,4.1,81.0,27.0,0.8
5167.069890517241,7.9,4.5,79.0,69.0,3.1
3079.154988990826,7.2,3.9,80.0,340.0,1.7
2558.310033027523,6.3,2.9,79.0,358.0,1.7
4270.104253982301,7.4,2.7,72.0,345.0,3.7
3583.5655094017097,7.8,2.3,68.0,30.0,3.8
4799.757499152542,6.9,2.5,73.0,355.0,2.4
8813.889811864407,7.3,2.3,70.0,355.0,2.5
12523.28063983051,9.0,2.9,65.0,359.0,3.9
14505.167605042017,10.7,2.9,58.0,360.0,3.7
14169.625118644068,11.0,2.5,56.0,4.0,7.0
12797.112136752137,12.9,3.0,51.0,14.0,5.8
11778.551012711863,12.9,3.6,53.0,8.0,5.7
11441.303148305085,13.7,2.9,48.0,16.0,6.7
10906.393741525424,13.5,2.7,48.0,28.0,6.5
9618.681377118644,12.8,2.1,48.0,31.0,7.0
8234.108876271186,12.0,1.9,50.0,24.0,4.8
7380.708097457627,12.1,1.7,49.0,31.0,3.3
7635.155786440678,11.3,1.1,49.0,30.0,2.8
7656.602162711865,9.8,1.5,56.0,359.0,1.4
8128.9808169491525,8.5,2.1,64.0,17.0,1.2
6985.142398290598,7.6,1.9,67.0,355.0,0.9
5524.204292307692,6.8,1.5,69.0,349.0,1.2
4829.610761344537,6.4,1.5,71.0,6.0,1.2
3833.6779136752134,6.2,2.3,76.0,337.0,1.1
3169.936118421053,6.0,2.1,76.0,6.0,1.1
2746.6335601769915,5.6,2.3,79.0,348.0,1.1
2942.055828318584,7.2,2.9,74.0,338.0,1.8
2987.6755652542374,6.6,2.5,75.0,319.0,1.5
3472.6697686440675,6.3,2.3,75.0,305.0,0.3
4327.500433050847,6.4,2.1,74.0,331.0,1.8
7335.593533898305,7.1,2.5,72.0,320.0,1.7
11506.368025423728,10.5,3.6,62.0,311.0,1.4
13961.013176470587,13.3,1.3,44.0,355.0,1.9
13883.97193220339,15.0,1.9,41.0,240.0,1.1
11935.594533898306,15.5,2.3,41.0,141.0,1.0
10105.739665254237,16.0,2.7,41.0,154.0,3.2
9943.635889830508,16.6,3.9,43.0,173.0,3.2
9328.166059322033,15.7,3.8,45.0,140.0,3.8
7974.012583050847,16.6,5.0,46.0,151.0,3.0
7512.115628813559,16.5,5.1,47.0,161.0,2.1
7900.5640313559325,15.6,5.0,49.0,145.0,2.0
9186.29128559322,14.3,5.1,54.0,173.0,1.9
10302.809241525425,12.7,5.3,61.0,252.0,0.5
10417.962156779662,11.3,6.1,70.0,28.0,1.7
8384.928627118645,10.5,5.5,71.0,23.0,1.6
6613.553885470085,9.2,4.6,73.0,296.0,1.0
5365.860564705882,8.3,4.5,77.0,226.0,0.6
3745.8594262711867,8.0,3.9,76.0,306.0,0.9
3739.3092318965514,8.1,1.7,64.0,288.0,0.7
3604.4343394736843,7.4,1.9,68.0,272.0,1.2
3830.218332173913,6.6,1.3,69.0,299.0,0.8
4171.371100892857,7.1,0.6,64.0,324.0,1.1
5020.319123931624,6.3,0.6,67.0,290.0,1.0
9803.295291525425,5.7,0.9,71.0,322.0,1.3
12742.639779661016,7.4,1.3,65.0,292.0,0.9
14197.309211864407,12.6,1.5,47.0,288.0,1.5
14515.128605042017,16.1,4.1,45.0,181.0,2.2
13572.51177118644,16.9,2.5,38.0,181.0,3.2
11662.383665254238,17.4,3.2,39.0,193.0,3.5
10875.908398305086,17.7,4.3,41.0,163.0,3.0
11370.508902542371,16.9,4.8,45.0,152.0,4.2
11097.162419491526,17.0,5.6,47.0,165.0,4.0
9539.699579661017,16.3,5.8,50.0,147.0,3.7
7687.649790677966,16.4,5.3,48.0,164.0,2.3
7191.871609322035,15.2,6.2,55.0,171.0,2.4
8347.412448305085,13.9,7.8,67.0,176.0,1.6
9063.016127118644,13.1,7.6,69.0,227.0,1.3
8728.7544,12.0,7.6,74.0,285.0,0.8
6370.917902542373,11.1,7.3,77.0,285.0,0.8
5237.4386393162395,10.0,6.4,78.0,278.0,1.1
4449.688065546218,9.1,5.8,80.0,274.0,0.8
3768.4093982905983,8.7,5.9,83.0,299.0,0.8
3700.1210582608696,8.4,6.2,86.0,293.0,1.1
3590.712218918919,8.0,5.5,84.0,281.0,0.6
3046.1119991452993,7.4,5.1,86.0,315.0,0.9
2679.7262846153844,7.0,5.1,88.0,324.0,0.8
4096.606763559322,6.6,4.8,88.0,339.0,0.6
8945.375089830508,6.5,4.6,88.0,356.0,1.4
12153.96981779661,7.7,4.8,82.0,352.0,1.3
13205.635661016948,12.7,6.2,65.0,10.0,0.9
13186.343487394957,15.5,7.0,57.0,96.0,0.8
12144.69486440678,17.5,6.7,49.0,175.0,1.3
10448.897691525424,17.7,8.5,55.0,143.0,2.7
10227.70775,19.1,8.1,49.0,154.0,2.4
10482.904228813559,18.8,10.0,57.0,141.0,3.3
10024.00509322034,18.8,11.1,61.0,138.0,3.0
8930.475850847457,18.3,12.3,68.0,135.0,3.0
7792.029591525424,17.8,11.8,68.0,135.0,2.6
7922.115529661017,16.9,12.0,73.0,123.0,2.1
8763.993930508474,15.5,12.1,80.0,66.0,2.5
9929.819280508476,14.4,12.1,86.0,57.0,2.1
9514.678275423728,13.8,11.7,87.0,14.0,1.1
6688.496308474577,13.0,11.2,89.0,347.0,0.9
4858.303900847457,12.2,10.6,90.0,337.0,0.7
4963.31061092437,11.5,10.0,91.0,69.0,0.6
3366.7825817391304,11.0,8.5,85.0,8.0,1.4
3016.2423035398233,10.2,8.3,88.0,5.0,0.8
2905.707711009174,10.7,8.8,88.0,3.0,0.8
2668.023839473684,9.9,6.8,81.0,26.0,1.6
3206.565803508772,10.3,8.4,88.0,358.0,1.4
4893.657561016948,11.1,10.2,94.0,29.0,1.4
9723.713737288135,10.4,9.0,91.0,359.0,1.0
11988.404987288135,10.9,9.4,91.0,336.0,1.2
12914.217093220339,13.2,10.8,85.0,9.0,1.0
13066.19159322034,15.7,11.1,74.0,76.0,1.6
12057.38736864407,16.9,11.2,69.0,158.0,2.2
10288.88388983051,17.5,11.3,67.0,152.0,2.1
9547.743151694915,18.0,10.9,63.0,145.0,2.5
10266.29713559322,18.3,11.6,65.0,171.0,2.7
9181.345025423729,17.9,11.0,64.0,142.0,2.9
8704.72117881356,17.8,10.2,61.0,137.0,2.4
8176.718683898305,17.1,10.6,66.0,143.0,2.1
8394.869487288135,16.4,11.3,72.0,139.0,1.8
10019.079105932204,15.3,11.1,76.0,181.0,1.2
10658.83861440678,14.3,11.1,81.0,215.0,1.2
9954.37122118644,13.7,11.2,85.0,228.0,1.2
6455.28512457627,12.9,10.8,87.0,251.0,1.1
4528.366845299145,12.5,10.8,89.0,220.0,1.0
3399.593958823529,11.7,10.2,90.0,287.0,0.7
2782.413771186441,11.2,9.9,92.0,303.0,0.7
2418.5650513274336,10.4,8.8,90.0,330.0,0.8
2306.389814159292,10.0,8.7,91.0,333.0,0.9
2981.853064655172,9.6,7.8,89.0,20.0,1.1
2970.7476652542373,9.0,7.4,90.0,273.0,0.6
4694.487329661018,8.4,6.7,89.0,304.0,0.8
9085.246677966103,8.1,6.8,92.0,320.0,0.6
11890.423059322035,9.7,8.5,92.0,312.0,0.5
13538.019898305085,14.2,9.7,74.0,269.0,0.3
13836.924436974788,16.8,9.4,62.0,190.0,1.1
12430.657000000001,18.3,12.1,67.0,135.0,1.4
9977.302386440679,18.1,12.5,70.0,135.0,2.2
9360.51397881356,18.3,12.5,69.0,142.0,2.3
9731.395247863247,18.0,12.0,68.0,125.0,2.2
9430.893941525423,19.4,12.2,63.0,154.0,2.1
8260.970212711865,18.4,12.4,68.0,141.0,2.4
7528.784953389831,17.8,12.4,71.0,139.0,2.4
7544.057755084746,16.3,12.4,78.0,116.0,1.8
7947.617506779661,15.1,12.4,84.0,64.0,2.6
8562.75798220339,14.5,12.3,87.0,65.0,1.6
8396.642844915254,14.1,12.6,91.0,25.0,1.5
6271.347800847458,13.4,12.0,91.0,350.0,1.1
4441.426700862069,12.8,11.3,91.0,327.0,0.5
3498.9698344537815,12.1,10.6,91.0,285.0,0.8
3025.236690598291,12.1,10.6,91.0,278.0,0.7
2985.2292513043476,12.6,11.4,93.0,300.0,0.4
3084.8255214285714,12.8,11.9,94.0,280.0,0.7
3181.0046870689653,12.4,11.3,93.0,286.0,1.1
3705.9001786324784,11.9,11.3,96.0,292.0,1.0
4177.892986440678,12.0,11.3,96.0,267.0,0.9
9238.239556779661,11.9,11.3,96.0,289.0,1.1
11690.311597457627,10.9,8.8,87.0,290.0,0.9
12987.617483050846,13.6,9.7,77.0,218.0,1.0
13757.647092436975,16.6,10.4,67.0,199.0,1.8
12797.014213675213,18.8,10.6,59.0,193.0,1.7
11038.675936440679,20.2,11.9,59.0,184.0,1.7
10309.241156779663,19.9,12.1,61.0,128.0,2.7
9650.670977118643,20.3,12.0,59.0,139.0,2.5
9449.242508474576,20.0,11.2,57.0,140.0,2.8
9363.961549152544,19.4,11.2,59.0,138.0,2.3
8558.144161864408,18.1,10.4,61.0,161.0,1.7
8243.196094067796,17.9,9.6,58.0,127.0,1.0
8309.419634745764,17.4,9.6,60.0,61.0,0.8
8828.571466101695,16.4,9.6,64.0,194.0,0.4
8929.361820338983,15.3,10.6,74.0,241.0,0.6
6005.802138983051,14.6,11.0,79.0,287.0,0.8
4659.129590598291,13.8,9.0,73.0,279.0,1.1
3583.744063865546,12.9,8.5,75.0,277.0,0.9
2578.4944138135593,12.2,7.7,74.0,262.0,0.7
2161.7647368421053,12.2,8.5,78.0,334.0,1.0
1917.7906495495495,11.9,8.0,77.0,29.0,0.4
1773.0464473684212,11.5,7.3,75.0,28.0,1.2
1717.8866746086956,12.5,9.7,83.0,52.0,1.4
2258.939049576271,12.2,9.0,81.0,353.0,1.1
4549.25695,11.2,8.8,85.0,285.0,0.7
9153.397841525424,12.3,8.8,79.0,279.0,1.0
12870.346381355932,16.6,9.0,61.0,315.0,2.3
13957.17549579832,19.9,8.5,48.0,355.0,4.1
13307.340610169493,19.9,9.4,51.0,138.0,3.1
11025.657194915255,20.8,8.4,45.0,130.0,2.4
10004.419733050847,21.0,9.9,49.0,79.0,4.8
9370.403524576272,21.4,6.8,39.0,69.0,5.8
8688.486247457628,19.6,10.0,54.0,76.0,5.9
7128.928725423729,17.7,6.8,49.0,77.0,5.1
6566.437936440678,18.0,9.3,57.0,79.0,4.8
6643.607405932204,17.7,9.0,57.0,61.0,4.6
6863.883102542372,16.3,9.3,63.0,72.0,3.8
6745.984611016949,15.2,9.9,71.0,43.0,1.7
6920.192685593221,14.9,8.4,65.0,51.0,2.0
5777.15060338983,14.2,7.3,63.0,5.0,1.0
4424.6923128205135,13.0,7.0,67.0,331.0,0.6
3482.1267720338983,11.8,7.6,75.0,322.0,0.5
2576.271807692308,11.3,7.3,76.0,324.0,0.9
1900.5816513761467,10.7,6.2,74.0,309.0,1.4
1588.2809929824562,10.1,5.9,75.0,307.0,0.9
1504.7690627272727,9.6,5.8,77.0,301.0,1.0
1784.8377863247863,9.1,5.5,78.0,303.0,0.8
2386.522636779661,9.0,5.3,78.0,308.0,0.8
4386.369237288136,8.6,5.1,79.0,309.0,0.7
8661.095266101695,10.2,5.8,74.0,237.0,1.0
11994.914478991597,13.0,6.4,64.0,219.0,1.2
12808.195533898306,17.3,6.5,49.0,226.0,1.4
12647.748080508474,19.6,7.0,44.0,134.0,2.0
10207.18007948718,19.1,6.8,45.0,146.0,2.5
9796.939758474575,20.4,5.6,38.0,66.0,4.7
9371.40319915254,21.2,5.1,35.0,77.0,4.2
7871.185772881356,20.7,5.1,36.0,82.0,5.3
6294.716705084746,20.1,5.8,39.0,82.0,5.5
6493.927041525424,19.2,5.6,41.0,82.0,4.7
6673.673221186441,18.0,4.8,42.0,84.0,4.9
7869.9966305084745,17.4,4.6,43.0,72.0,4.7
8115.607077118643,17.0,5.3,46.0,73.0,3.1
6568.822091525423,16.6,4.3,44.0,73.0,3.2
4874.497157264957,16.6,4.3,44.0,61.0,2.4
3491.113342372881,15.6,5.1,50.0,59.0,1.5
2924.967915254237,13.9,5.5,57.0,264.0,1.0
2567.967501754386,12.9,5.6,61.0,360.0,0.8
2421.6003315315315,12.8,5.0,59.0,296.0,0.8
2519.078487272727,11.7,4.8,63.0,293.0,0.7
2947.976992173913,11.6,5.5,66.0,339.0,1.3
4708.689956410257,11.6,4.6,62.0,293.0,1.4
7816.929282203389,11.9,4.6,61.0,294.0,1.0
10925.456775423729,12.2,5.0,61.0,296.0,1.1
13292.263076271187,13.5,5.6,59.0,306.0,1.3
13557.071050420169,15.2,6.2,55.0,232.0,1.5
12804.307940677967,17.6,8.1,54.0,218.0,2.0
11142.668207627119,21.3,7.1,40.0,180.0,1.3
10028.429580508475,19.7,9.6,52.0,76.0,4.2
10025.25016101695,20.0,9.8,52.0,71.0,5.4
10081.650449152543,19.6,9.8,53.0,68.0,4.3
8653.974660169491,19.1,9.6,54.0,77.0,4.5
7627.427179661017,19.8,10.2,54.0,64.0,5.1
7326.761903389831,18.9,9.7,55.0,66.0,5.4
8099.04948559322,18.2,10.3,60.0,73.0,5.3
8436.154669491525,17.4,10.3,63.0,67.0,4.1
8618.25636440678,17.1,9.6,61.0,59.0,3.8
6662.612526271187,16.8,9.0,60.0,354.0,1.4
5005.579,16.6,8.0,57.0,350.0,0.8
3351.1539899159666,15.3,8.5,64.0,359.0,1.0
2515.708930769231,16.1,5.9,51.0,56.0,2.4
2256.51496,18.0,5.3,43.0,64.0,3.8
2268.356244247788,17.8,5.0,43.0,61.0,3.3
2349.730707272727,17.8,4.3,41.0,60.0,3.7
3052.496215517241,17.5,4.1,41.0,62.0,3.3
4714.562335042735,17.6,3.4,39.0,61.0,4.3
8269.954397457626,16.9,3.2,40.0,49.0,1.6
10802.716773504273,16.4,2.7,40.0,6.0,1.7
12165.147127118644,15.8,3.6,44.0,30.0,1.9
14296.189677966102,18.9,2.7,34.0,62.0,3.1
